Ragione_Sociale,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,classificazione_servizi_finanziari,classificazione_servizi_non_finanziari,classificazione_software_informatica,classificazione_software_rd,Macro_Area_Nord,Macro_Area_Sud_Isole,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
Tarchetti-Matteotti s.r.l.,0.7142857142857142,0.5144540517026214,0.6097522233434369,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Bazzi, Gualtieri e Columbo e figli",0.04081632653061225,0.026482893340378514,0.5797346718889138,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"Bonino, Napolitano e Gentili SPA",0.5306122448979591,0.3285907218304874,0.7190629321249583,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Pertile Group,0.08163265306122448,0.07464426433589472,0.559114216718488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rizzo e figli,0.02040816326530612,0.01858381659105106,0.600043111842316,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Aloisio-Interiano s.r.l.,0.02040816326530612,0.028420578030115596,0.5816883848515984,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Santorio, Ferrazzi e Galvani Group",0.22448979591836735,0.16337982720112182,0.505733403736405,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bellucci s.r.l.,0.0,0.0033184664697001693,0.5969296182414354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Cendron s.r.l.,0.26530612244897955,0.13673552755554277,0.5514324203221653,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Baresi, Ariosto e Scalfaro SPA",0.22448979591836735,0.18352130586321866,0.56651656490506,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
"Campanella, Mercadante e Fogazzaro e figli",0.04081632653061225,0.029671895555593224,0.6004881976354114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Guinizzelli-Barsanti s.r.l.,0.08163265306122448,0.03964494063074518,0.6042479101807886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gritti-Tirabassi s.r.l.,0.08163265306122448,0.08987197556946679,0.590908653526636,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Morucci-Camilleri s.r.l.,0.9183673469387754,0.8484554473833508,0.8099341267884854,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Pacillo-Necci Group,0.28571428571428564,0.19846781204321026,0.5800579224966217,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Fogazzaro SPA,0.2040816326530612,0.13157895863733227,0.5083813065781497,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Bignami, Ariasso e Bataglia s.r.l.",0.02040816326530612,0.0322368257110097,0.5772410452260262,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"Foa, Ritacca e Rossi s.r.l.",0.08163265306122448,0.06157074207011828,0.5754211740438885,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mengolo-Vezzali s.r.l.,0.0,0.00308988183836201,0.5887739494588374,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Morandi s.r.l.,0.08163265306122448,0.05975444359637786,0.580547052634176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Maccanelli e figli,0.14285714285714285,0.14175614164839576,0.5824499769936599,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Zacco s.r.l.,0.22448979591836735,0.13417390538900387,0.6112533602525698,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Bertoli e figli,0.24489795918367344,0.2311848528256785,0.5648175661628542,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zamorani-Donà s.r.l.,0.04081632653061225,0.04295700676135492,0.5957725947852514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Palombi, Cuda e Saragat e figli",0.02040816326530612,0.027212103778061904,0.6105741609755262,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Giannelli SPA,0.10204081632653061,0.0839509538207414,0.5627492260043192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Burcardo SPA,0.18367346938775508,0.13519206857867447,0.647388004791448,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Cugia-Campise s.r.l.,0.04081632653061225,0.04746155317837735,0.6177284182271102,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Passalacqua, Scarpa e Bianchi s.r.l.",0.04081632653061225,0.028749601339930344,0.5865767526258062,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Serlupi, Padovano e Paolini s.r.l.",0.0,0.0016729461716372502,0.5960410243480593,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Balbo SPA,0.04081632653061225,0.022115850982524544,0.5874204856052794,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Balbo, Bajardi e Goldoni Group",0.3061224489795918,0.1332478550842595,0.5350200096057801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
"Avogadro, Anguissola e Zaccardo SPA",0.04081632653061225,0.03489797812079945,0.5678734664151666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Comeriato Group,0.04081632653061225,0.029953599178001316,0.6044492600759312,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Tanzini s.r.l.,0.04081632653061225,0.01859341786436281,0.6040731038331306,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Golgi e figli,0.12244897959183673,0.11000411141877907,0.543459723581666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Vismara SPA,0.8775510204081631,0.4373710700629506,0.5072381950458277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Anichini e figli,0.22448979591836735,0.11117669789135945,0.5536097573798282,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Cagnotto, Paolini e Lercari e figli",0.12244897959183673,0.10233437480079233,0.6064660958728638,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Cocci, Scalfaro e Detti s.r.l.",0.02040816326530612,0.030205015508809236,0.5943907475826834,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Morandi e figli,0.16326530612244897,0.1521066859110564,0.567216480851333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Canevascini, Sbarbaro e Borsiere e figli",0.14285714285714285,0.10305768346821288,0.5837313004652201,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
"Pederiva, Beccaria e Badoer e figli",0.02040816326530612,0.014721835161014777,0.589137655537892,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paruta Group,0.02040816326530612,0.02091881475581309,0.6055842563193338,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Botticelli-Cheda SPA,0.9591836734693877,0.45974556050687426,0.44584180534632706,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Cattaneo Group,0.061224489795918366,0.030450224198907947,0.6094221075037363,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Conti-Crespi SPA,0.04081632653061225,0.04020449084923257,0.574594876334212,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ginese Group,0.28571428571428564,0.22099766173360955,0.551652198475873,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Schiavone, Zola e Pastine SPA",0.04081632653061225,0.018609514296603364,0.58165274310753,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fagiani-Foletti e figli,0.02040816326530612,0.01993909642254752,0.6038879895563791,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Gagliardi SPA,0.0,0.011122247752106858,0.5903983429890569,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Gioberti s.r.l.,0.8163265306122448,0.41563243686712414,0.40261114713565704,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Ferrari SPA,0.7142857142857142,0.6437761666622974,0.6570501736306388,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Ammaniti, Guglielmi e Prada s.r.l.",0.02040816326530612,0.027592782488860667,0.5897409138566365,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Malenchini-Giannetti SPA,0.061224489795918366,0.05202723545086924,0.5576044604652232,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Pellico, Scaduto e Sordi e figli",0.18367346938775508,0.09648893669807097,0.6386850026159204,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Saracino s.r.l.,0.22448979591836735,0.20230074801565864,0.5992952753670007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Cavalcanti SPA,0.08163265306122448,0.07561852594039695,0.6341962699763065,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"Luxardo, Iacobucci e Lamborghini s.r.l.",0.061224489795918366,0.05190009887048071,0.5566949129966678,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Serao s.r.l.,0.04081632653061225,0.01752928999336301,0.600135152324099,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Antonelli-Carullo e figli,0.08163265306122448,0.050418925821960225,0.5770114379956768,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Farina-Bragadin s.r.l.,0.08163265306122448,0.0842780715576752,0.5830167316339229,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Scamarcio-Vecoli s.r.l.,0.02040816326530612,0.014881271660540651,0.6032064917875669,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Goldstein e figli,0.08163265306122448,0.048404047078318926,0.562552982188478,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Peano Group,0.04081632653061225,0.030592605362343876,0.5831276792267227,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Marazzi e figli,0.0,0.0017603532397459697,0.5953493900289258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Mozart s.r.l.,0.02040816326530612,0.030757256952980466,0.5957901056633299,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Morricone-Zaccardo e figli,0.02040816326530612,0.007987020620069563,0.5843009987879235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fioravanti-Gualandi e figli,0.0,0.008169775153074932,0.5994600308537235,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bosio-Ostinelli e figli,0.04081632653061225,0.03602361959726998,0.570879344228201,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Soranzo-Majorana s.r.l.,0.2040816326530612,0.16966899461910573,0.6039988766625536,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Tarantino-Bartoli Group,0.08163265306122448,0.04848050092574291,0.5766839432430806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Tarantini, Badoer e Vianello Group",0.44897959183673464,0.2745870494336774,0.44301293660222874,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Piazzi Group,0.08163265306122448,0.04093922683652974,0.6052317805904114,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Morgagni, Borrani e Pisacane s.r.l.",0.061224489795918366,0.06406170510483981,0.5732311297543211,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bernardi-Amaldi Group,0.061224489795918366,0.05490452203547742,0.5866830024240266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taliani-Dossetti s.r.l.,0.08163265306122448,0.04003341597922208,0.5742099092062987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Interminei, Barillaro e Parmitano Group",0.061224489795918366,0.07266824643246553,0.564742154462528,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Rizzo, Faggiani e Toldo Group",0.4285714285714285,0.30791934097227036,0.6799807390422239,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Carriera-Cossiga SPA,0.08163265306122448,0.03836486669525148,0.5906974493520911,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Gasperi, Spanevello e Barese Group",0.4897959183673469,0.39668120410782914,0.7046066639173814,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Calvo Group,0.2040816326530612,0.13409143965795636,0.6224359209100071,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Marazzi, Milanesi e Magnani s.r.l.",0.14285714285714285,0.10210864394071886,0.5669171577445575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Garzoni, Antonello e Tozzi e figli",0.0,0.001418507840819135,0.5938651036855432,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Zetticci, Cimarosa e Branciforte e figli",0.04081632653061225,0.04303820007134551,0.6192021395732411,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bocelli e figli,0.0,0.010740799777135452,0.5836342698368344,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Peano, Manacorda e Balotelli Group",0.14285714285714285,0.10052303907504437,0.5519325892688711,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Rusticucci e figli,0.0,0.006169645482357894,0.5895676852017933,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Sismondi, Bernardi e Vitturi SPA",0.08163265306122448,0.0641139875402389,0.5567571386126379,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Porzio SPA,0.9183673469387754,0.5517002385327618,0.33292207132517343,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Mantegna, Liverotti e Giannetti Group",0.04081632653061225,0.029183611621759278,0.5758844159057344,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Musatti, Bova e Trussardi SPA",0.10204081632653061,0.08757364821252081,0.5617856891819644,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Cugia s.r.l.,0.02040816326530612,0.025739282522079725,0.603253268111277,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Bosio s.r.l.,0.4693877551020408,0.19701646289256367,0.6435965670110027,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Telesio-Leonetti e figli,0.04081632653061225,0.029462077605492482,0.5766004061727306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Trentin s.r.l.,0.0,0.007697327661602116,0.5902870980036816,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Versace, Faggiani e Vento Group",0.24489795918367344,0.23239344330850178,0.6356433872883273,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Belletini, Gelli e Bragaglia e figli",0.061224489795918366,0.05318142687480454,0.6238889356680128,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Renault-Gigli e figli,0.061224489795918366,0.05943875012061619,0.5881193027111894,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Guarana s.r.l.,0.18367346938775508,0.1539073253472946,0.5787134409069484,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Pugliese s.r.l.,0.0,0.011834962596617173,0.59048428440277,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Guarneri, Luciani e Granatelli e figli",0.04081632653061225,0.038916438283145144,0.6148572743723485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trentini SPA,0.14285714285714285,0.12437722062517578,0.5474669272363284,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Tarantino, Bazzi e Tommaseo e figli",0.04081632653061225,0.03582721712494731,0.6078862865554385,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mantegna, Gori e Spinola e figli",0.04081632653061225,0.03449299035627493,0.6116284831821851,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Bulzoni, Zamorani e Renzi Group",0.6326530612244897,0.4488444096775782,0.30932462574593544,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Rocca e figli,0.04081632653061225,0.04395722911999333,0.6023540537745757,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Montalcini, Vecoli e Pistoletto e figli",0.08163265306122448,0.04174987222185635,0.59879580705704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Sorrentino, Faggiani e Asmundo Group",0.02040816326530612,0.011914943130287875,0.590873188201892,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Metella Group,0.12244897959183673,0.13038544145010636,0.6187305505570779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Giunti Group,0.0,0.011933621109095845,0.5954110511030579,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Germano, Bazzi e Maspero Group",0.04081632653061225,0.046793455655879945,0.5826127868272629,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Frescobaldi-Garibaldi SPA,0.24489795918367344,0.15837267140790945,0.6030159538767301,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cossiga SPA,0.04081632653061225,0.05037855704044748,0.5782554815437285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Montalcini-Tanzini s.r.l.,0.02040816326530612,0.0180059432034735,0.5849538712612239,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Santoro-Tremonti s.r.l.,0.08163265306122448,0.05569746363936776,0.6109224026406646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Martinelli e figli,0.04081632653061225,0.048278643254009115,0.5598594421878031,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Carfagna, Barcella e Monicelli SPA",0.08163265306122448,0.09064570697997247,0.565262707402023,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Cesarotti-Badoer e figli,0.08163265306122448,0.04435313712031717,0.5739242258335705,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Pacillo-Marcacci e figli,1.0,0.7491819991951142,0.16804203255929517,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Treccani Group,0.08163265306122448,0.05928312476685218,0.5880068580744087,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Bacosi, Franscini e Foscari e figli",0.08163265306122448,0.08161496310638088,0.5945906508393665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ferrucci s.r.l.,0.08163265306122448,0.066577893275274,0.5738702465608753,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bernardini-Gagliano s.r.l.,0.22448979591836735,0.10219553408777321,0.5325989114474038,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Ajello-Balotelli e figli,0.14285714285714285,0.10799899300108164,0.5923757818305888,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Pistoletto s.r.l.,0.08163265306122448,0.07164877564663667,0.5539176040602453,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Surian-Ferrucci Group,0.24489795918367344,0.18843512987777605,0.5186244343334888,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Cocci-Bellucci SPA,0.0,0.002709894394772052,0.5913275284486871,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Galtarossa-Nicolucci e figli,0.08163265306122448,0.035521865128977634,0.5667752258778518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Capecchi, Villadicani e Perini SPA",0.0,0.006393377479064293,0.5984253668003479,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Salvemini-Iacovelli e figli,0.0,0.009249173606110068,0.5925583556690698,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Torlonia-Pennetta s.r.l.,0.4081632653061224,0.20058166740459443,0.5964093778161721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Cutrufo s.r.l.,0.24489795918367344,0.15045487844596822,0.6057694361232628,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Lucarelli-Bianchi Group,0.02040816326530612,0.019653021911460705,0.590675563274769,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Agnesi-Errigo s.r.l.,0.04081632653061225,0.01767109306165529,0.5840208953063966,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Belletini-Camuccini Group,0.0,0.00795700708251889,0.584696057101189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Stoppani-Catenazzi Group,0.28571428571428564,0.23550381082000985,0.6866335722496233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pontecorvo SPA,0.5510204081632653,0.23668187543228483,0.5202921564497657,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Ruffini s.r.l.,0.8979591836734693,0.8213169941500718,0.8650326137583936,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Duodo, Vergerio e Cuomo s.r.l.",0.02040816326530612,0.012013676581025912,0.5951678747063909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Faugno SPA,0.38775510204081626,0.22973813302423784,0.5532939063026382,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Iannelli-Pisaroni e figli,0.04081632653061225,0.04347895020846035,0.5798182946486499,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Vespucci, Piacentini e Navone s.r.l.",0.08163265306122448,0.06673797363208948,0.5558917312590318,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Verdi s.r.l.,0.14285714285714285,0.06629176523685906,0.6070491768614563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Fracci Group,0.02040816326530612,0.025731686229543974,0.595403162638984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Monaco, Galuppi e Sabbatini Group",0.18367346938775508,0.12401315832637641,0.5572310362016737,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Bramante Group,0.0,0.007260032331179097,0.5911312795922938,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Pasqua-Babato SPA,0.04081632653061225,0.03295929323470272,0.6131652819975949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Montessori-Zacchia s.r.l.,0.02040816326530612,0.014049846966439464,0.5936051120069907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Moresi e figli,0.36734693877551017,0.30765945508880227,0.6998136986732233,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Marangoni, Chiaramonte e Calvo e figli",0.28571428571428564,0.12387345352934628,0.6346843264762585,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Giannini, Respighi e Cabrini SPA",0.08163265306122448,0.06731319818160143,0.5588483931211282,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Antonelli, Mazzacurati e Brancaccio Group",0.08163265306122448,0.04752224552169956,0.5596632437369312,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Combi-Garobbio e figli,0.061224489795918366,0.058053531689828415,0.5815307718272351,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Pellico e figli,0.16326530612244897,0.1029260108291046,0.6061382230788583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bruno-Carfagna Group,0.0,0.002215548108690928,0.5938222489113856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sommaruga, Omma e Ottino SPA",0.8571428571428571,0.5833888327611523,0.8732543137738151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Gemito-Paolucci e figli,0.0,0.007942886573361927,0.5940313058107257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianvecchio s.r.l.,0.9591836734693877,0.7564902397673468,0.32762295399893837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Bosio, Cusano e Mattarella s.r.l.",0.0,0.00936694443343056,0.5996172960799903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Longhena-Aloisio e figli,0.10204081632653061,0.0820860586504807,0.5764690090599639,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brambilla SPA,0.061224489795918366,0.052234745608452066,0.5759455073974764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Pucci, Cipolla e Tassoni s.r.l.",0.28571428571428564,0.14042650905382795,0.6523078004081485,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Veneziano, Bulzoni e Fuseli s.r.l.",0.02040816326530612,0.02428462232385115,0.6024464420544554,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Comeriato s.r.l.,0.08163265306122448,0.06068217312987285,0.5588333269108298,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Tamburi-Piccio SPA,0.4285714285714285,0.32063248056071736,0.5087895560163236,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Scialpi-Fioravanti Group,0.28571428571428564,0.1890834849923121,0.5792492667193789,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Pozzecco-Scialpi s.r.l.,0.08163265306122448,0.06912483977779578,0.5669698415953568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Valentino-Cugia e figli,0.04081632653061225,0.023603811296250114,0.581731804167594,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
