Ragione_Sociale,id,cciaa,nat_giuridica,anno_iscrizione_sezione_startup,anno_iscrizione_registro_imprese,anno_inizio_attivit,ateco_2007,settore,attivita,regione,sezione_attivita,classe_addetti,classe_valore_produzione,alto_valore_tecnologico,classe_capitale_sociale,spese_ricerca_sviluppo,prevalenza_femminile,prevalenza_giovanile,prevalenza_straniera,stato_impresa_label,classificazione,provincia,Macro_Area,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
"Gaito, Tozzi e Panzera e figli",5951,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2017,2017,2017.0,721,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,LOMBARDIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",0-4,1.000.001 - 2.000.000 euro,SI,Da 250 a 500mila euro,SI,NO,NO,NO,Attive,software_rd,MI,Nord,8.0,603192.77,-20544.59,1,1,1,0
Tafuri s.r.l.,5952,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,LOMBARDIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 50 a 100mila euro,SI,NO,NO,NO,Attive,software_rd,MI,Nord,2.0,202106.13,2503.77,1,0,1,0
Curci SPA,5953,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Forte,NO,Attive,software_informatica,CS,Sud_Isole,1.0,54278.27,7435.68,0,0,1,0
"Mastandrea, Scialpi e Detti SPA",5954,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2015,2015,2015.0,323,INDUSTRIA/ARTIGIANATO,C 32 ALTRE INDUSTRIE MANIFATTURIERE,LAZIO,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,industria,RM,Centro,2.0,218096.12,-12862.63,1,1,0,0
Flaiano SPA,5955,KR,SOCIETA' A RESPONSABILITA' LIMITATA,2015,2014,2015.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,0-4,0-100.000 euro,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,KR,Sud_Isole,12.0,1386956.99,-125415.01,0,0,1,0
"Iacovelli, Pietrangeli e Gualandi Group",5956,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2018,2018,2018.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,100.001 - 500.000 euro,NO,Da 5 a 10mila euro,SI,Esclusiva,NO,NO,Attive,software_informatica,MI,Nord,10.0,1112181.57,-208833.32,1,1,1,1
Galilei-Avogadro Group,5957,MI,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2020,2020,2020.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,Esclusiva,NO,Esclusiva,Attive,software_informatica,MI,Nord,12.0,1382602.84,207288.63,1,1,0,1
Golgi SPA,5958,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,Esclusiva,Attive,software_informatica,MI,Nord,10.0,1097635.72,32383.51,1,1,1,1
Giacconi e figli,5959,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 50 a 100mila euro,SI,NO,NO,NO,Attive,software_informatica,MI,Nord,6.0,630180.91,-116921.19,0,0,1,0
Zetticci-Ruggeri SPA,5960,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,SI,Esclusiva,NO,NO,Attive,software_informatica,MI,Nord,31.0,3489131.41,235104.67,1,1,1,0
Tommaseo-Navone SPA,5961,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 50 a 100mila euro,SI,NO,NO,NO,Attive,software_informatica,MI,Nord,40.0,4380839.44,-816966.2,1,1,1,1
Cianciolo SPA,5962,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 50 a 100mila euro,SI,NO,NO,NO,Attive,software_informatica,MI,Nord,5.0,658615.04,32389.59,0,0,1,0
Cavanna-Parisi SPA,5963,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,MI,Nord,7.0,881064.5,-144355.02,0,1,0,1
Morosini-Sonnino Group,5964,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,MI,Nord,5.0,344334.95,-43680.28,0,0,1,0
Montecchi SPA,5965,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,RM,Centro,5.0,481602.26,-12570.15,0,0,1,0
Zaccagnini e figli,5966,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2017,2017,2017.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 1 fino a 5mila euro,,NO,NO,NO,Attive,software_informatica,CS,Sud_Isole,2.0,170987.34,-9108.53,1,1,1,0
Lombardi-Mondaini e figli,5967,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2022,2022,2021.0,5911,SERVIZI,"J 59 ATTIVITA' DI PRODUZIONE, POST-PRODUZIONE E DISTRIBUZIONE CIN",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,,,,Attive,servizi_non_finanziari,CS,Sud_Isole,5.0,281260.6,-15062.51,0,0,0,0
Satriani s.r.l.,5968,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 100 a 250mila euro,,NO,Forte,NO,Attive,software_informatica,CS,Sud_Isole,14.0,873034.66,45088.74,1,0,1,1
Leblanc-Gonzaga Group,5969,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2016,2016,2016.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,0-4,0-100.000 euro,NO,Da 10 a 50mila euro,SI,Forte,NO,NO,Attive,software_informatica,CS,Sud_Isole,3.0,352370.61,-21877.13,0,0,0,0
Veneziano-Mortati e figli,5970,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2017,2017.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,,NO,Forte,NO,Attive,software_informatica,RM,Centro,2.0,126134.93,18455.97,1,1,1,0
Parpinel-Ritacca s.r.l.,5971,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2018,2018,2018.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,RM,Centro,1.0,69063.3,-7671.99,0,0,1,0
"Rensi, Colletti e Beccheria s.r.l.",5973,ME,SOCIETA' A RESPONSABILITA' LIMITATA,2018,2018,2018.0,3012,INDUSTRIA/ARTIGIANATO,C 30 FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO,SICILIA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,0-100.000 euro,NO,Da 5 a 10mila euro,,NO,NO,NO,Attive,industria,ME,Sud_Isole,4.0,260337.88,-13935.02,0,0,0,0
"Morgagni, Giolitti e Doglioni Group",5975,LE,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",PUGLIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 50 a 100mila euro,SI,NO,NO,NO,Attive,software_informatica,LE,Sud_Isole,3.0,162941.7,3066.84,1,1,0,0
Battisti e figli,5976,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,2841,INDUSTRIA/ARTIGIANATO,C 28 FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA,CALABRIA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,0-100.000 euro,NO,Da 100 a 250mila euro,,NO,NO,NO,Attive,industria,CZ,Sud_Isole,1.0,69897.29,-6919.53,0,0,0,0
Caracciolo-Pascarella Group,5977,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,,NO,NO,NO,Attive,software_rd,CZ,Sud_Isole,2.0,141042.84,16110.23,0,0,0,0
Bossi-Cipolla e figli,5978,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,,Forte,Forte,NO,Attive,software_rd,CZ,Sud_Isole,46.0,4493494.77,-500491.55,1,1,0,0
"Sauli, Caffarelli e Giacometti s.r.l.",5979,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,731102,SERVIZI,M 73 PUBBLICITA' E RICERCHE DI MERCATO,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,NO,NO,Forte,Attive,servizi_non_finanziari,CZ,Sud_Isole,2.0,185120.14,9489.59,0,0,0,0
"Balla, Moresi e Canevascini SPA",5980,CZ,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2019,2019,2019.0,7211,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 1 fino a 5mila euro,,NO,NO,NO,Attive,software_rd,CZ,Sud_Isole,13.0,1435629.07,-180827.21,0,1,0,0
Bembo e figli,5981,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2022,2022,2022.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,,,,Attive,software_informatica,CZ,Sud_Isole,3.0,342817.98,1401.36,0,0,0,0
"Cundari, Giorgetti e Curiel SPA",5982,CZ,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2022,2022,2022.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,,,,Attive,software_informatica,CZ,Sud_Isole,41.0,2536968.66,-373426.67,1,0,1,0
"Bondumier, Borromeo e Garrone s.r.l.",5984,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2017,2017,2017.0,71122,SERVIZI,M 71 ATTIVITA' DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAU,LOMBARDIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",0-4,100.001 - 500.000 euro,NO,Da 10 a 50mila euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,MI,Nord,2.0,138330.97,16041.98,0,1,0,0
Botticelli-Pellegrini SPA,5985,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2017,2017,2017.0,2652,INDUSTRIA/ARTIGIANATO,C 26 FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA,LOMBARDIA,C ATTIVITA' MANIFATTURIERE,0-4,100.001 - 500.000 euro,NO,Da 10 a 50mila euro,,NO,NO,NO,Attive,industria,MI,Nord,6.0,769688.77,14374.87,0,0,0,0
"Capone, Calvo e Nicolini SPA",5986,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2018,2020,2018.0,5814,SERVIZI,J 58 ATTIVITA' EDITORIALI,LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,0-4,2.000.001 - 5.000.000 euro,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,MI,Nord,8.0,1038249.33,-201369.61,1,1,0,1
"Giradello, Donarelli e Bacosi s.r.l.",5987,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,63113,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,,NO,,Attive,software_informatica,MI,Nord,3.0,261969.9,35782.55,0,1,1,0
Gabba SPA,5988,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2020,2020.0,702209,SERVIZI,M 70 ATTIVITA' DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE,LOMBARDIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,NO,Maggioritaria,NO,Attive,servizi_non_finanziari,MI,Nord,10.0,578180.67,50843.92,1,1,0,0
Cilea SPA,5989,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,Esclusiva,NO,Esclusiva,Attive,software_informatica,MI,Nord,4.0,490159.52,-36816.45,0,0,1,0
Bramante-Campanella SPA,5990,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Forte,NO,Attive,software_informatica,MI,Nord,9.0,767312.14,64568.01,0,0,0,0
Modugno-Rosiello Group,5991,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 10 a 50mila euro,,NO,Forte,NO,Attive,software_informatica,CZ,Sud_Isole,3.0,261623.17,30036.3,0,1,1,0
Gramsci s.r.l.,5992,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,71122,SERVIZI,M 71 ATTIVITA' DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAU,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,0-100.000 euro,NO,Da 5 a 10mila euro,,NO,NO,NO,Attive,servizi_non_finanziari,CZ,Sud_Isole,1.0,81972.02,-6661.54,0,0,0,0
Ruffini s.r.l.,5993,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2017,2017,2017.0,702209,SERVIZI,M 70 ATTIVITA' DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",0-4,2.000.001 - 5.000.000 euro,NO,Più di 5 mln euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,CZ,Sud_Isole,11.0,969306.7,-4686.01,1,1,0,0
Fantoni e figli,5995,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,702209,SERVIZI,M 70 ATTIVITA' DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 500 a 1mln euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,CZ,Sud_Isole,11.0,1260435.97,-230935.73,0,1,0,0
"Tron, Fallaci e Pratesi s.r.l.",5996,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,702209,SERVIZI,M 70 ATTIVITA' DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 500 a 1mln euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,CZ,Sud_Isole,46.0,5053354.81,-329645.36,0,0,1,1
Siffredi-Venditti SPA,5997,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,411,SERVIZI,F 41 COSTRUZIONE DI EDIFICI,CALABRIA,F COSTRUZIONI,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,industria,CZ,Sud_Isole,2.0,140809.63,17144.7,1,1,0,0
"Paruta, Sgalambro e Antonetti s.r.l.",5998,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2020,2020,2020.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 500 a 1mln euro,SI,NO,NO,NO,Attive,software_informatica,CZ,Sud_Isole,2.0,130552.45,-25041.63,0,0,0,0
Pertile Group,5999,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2021,2019.0,702209,SERVIZI,M 70 ATTIVITA' DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,"Da 1 a 2,5mln euro",SI,NO,NO,NO,Attive,servizi_non_finanziari,CZ,Sud_Isole,1.0,58246.45,-1278.03,0,0,0,0
Mannoia-Vattimo Group,6000,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_rd,CZ,Sud_Isole,2.0,208237.7,-567.24,0,1,0,0
Chiappetta e figli,6001,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,,NO,Attive,software_informatica,CZ,Sud_Isole,8.0,561410.43,-21180.34,0,0,1,0
"Grossi, Trentin e Asprucci SPA",6003,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2022,2021,2022.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,Esclusiva,NO,Attive,software_informatica,CZ,Sud_Isole,22.0,2432554.31,326307.54,1,0,1,1
Vismara SPA,6004,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2016,2019.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 5 a 10mila euro,SI,Maggioritaria,NO,NO,Attive,software_informatica,CZ,Sud_Isole,11.0,576298.4,-82512.7,1,1,1,0
"Farina, Maffei e Nordio e figli",6006,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2016,2016,2016.0,279009,INDUSTRIA/ARTIGIANATO,C 27 FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATU,CALABRIA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 250 a 500mila euro,,NO,NO,NO,Attive,industria,CZ,Sud_Isole,3.0,300573.64,40313.43,0,0,0,0
Murialdo Group,6007,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,282999,INDUSTRIA/ARTIGIANATO,C 28 FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA,CALABRIA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Forte,NO,Attive,industria,CZ,Sud_Isole,15.0,1598917.24,-156948.73,0,0,0,0
Casini s.r.l.,6008,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,263029,INDUSTRIA/ARTIGIANATO,C 26 FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA,CALABRIA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,0-100.000 euro,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,industria,CZ,Sud_Isole,1.0,75394.47,-12217.46,1,1,0,0
"Rizzo, Spanevello e Mezzetta SPA",6009,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2018,2018,2018.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,SI,NO,Forte,NO,Attive,software_informatica,MI,Nord,5.0,406565.59,-45663.24,1,1,1,0
Falier SPA,6010,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,CZ,Sud_Isole,3.0,334585.81,-66150.44,0,0,0,0
Vivaldi-Bocca SPA,6011,CZ,SOCIETA' A RESPONSABILITA' LIMITATA,2018,2018,2018.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,CZ,Sud_Isole,1.0,106102.62,-16566.03,0,0,1,0
Mancini Group,6013,CA,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2020,2018,2018.0,631119,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,SARDEGNA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,0-4,100.001 - 500.000 euro,NO,Da 1 fino a 5mila euro,,NO,NO,NO,Attive,software_informatica,CA,Sud_Isole,4.0,394251.13,-74199.1,0,0,0,0
Ferrara SPA,6014,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2018.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 5 a 10mila euro,SI,NO,Forte,NO,Attive,software_informatica,RM,Centro,46.0,3930156.84,194895.01,1,1,1,0
